id,px,py,pz,cx,cy,cz,lpes,type
328,5.178489,3.135862,9.041828,5.481524,3.259989,8.626659,0.566356,vertex
329,0.024643,2.671391,2.091606,9.736034,2.837863,1.726463,0.494305,interior_minus
330,0.861138,4.312163,4.512866,1.077201,4.465552,4.390775,0.291748,interior_minus
331,7.296681,1.801486,2.592952,7.502791,1.255913,2.545788,0.790498,vertex
332,1.195298,6.592290,2.006344,11.187577,6.016565,2.075170,0.579876,edge_minus
333,8.531636,0.948505,4.412764,8.557048,1.098970,4.791285,0.408123,edge_minus
334,5.865395,3.556850,2.619314,5.729492,3.191232,2.933786,0.501038,edge_plus
335,8.792922,1.543155,8.860257,8.837824,1.904360,8.987508,0.397386,vertex
336,5.982156,7.100433,1.056230,5.661916,6.674591,0.606051,0.697535,edge_plus
337,5.161827,4.861033,7.555914,5.258346,4.695312,7.703036,0.241711,interior_minus
338,7.745338,5.690046,2.436343,7.806413,5.873856,2.986640,0.747919,vertex
339,8.731959,3.842139,4.913550,8.514675,3.308480,4.675563,0.623411,edge_plus
340,6.116205,6.040663,0.880366,5.692622,6.479066,0.636976,0.656398,edge_minus
341,6.881508,4.000908,5.696224,6.683722,3.777120,5.653209,0.301746,interior_minus
342,6.587569,5.851197,9.559876,6.270268,5.847320,-0.459556,0.317919,edge_minus
343,4.838379,6.695927,4.655840,4.999625,6.766037,5.158596,0.604193,vertex
344,6.684137,1.033108,4.353954,6.183286,0.732622,4.611698,0.638416,interior_plus
345,4.052708,0.175305,6.016998,4.119822,-0.451536,5.439030,0.855266,edge_minus
346,1.338445,5.715791,7.783737,1.303936,5.460382,7.812448,0.259323,edge_minus
347,8.250685,4.275947,4.366920,8.328690,4.143273,4.298025,0.168623,interior_minus
348,0.012078,4.615382,0.667187,9.768835,4.528788,10.889183,0.340512,interior_minus
349,5.499422,8.405512,4.820696,5.620521,8.667810,4.432034,0.484277,edge_plus
350,9.970496,9.707190,8.830440,-0.420813,10.014507,9.048213,0.600261,vertex
351,8.813606,2.976364,8.802754,8.587982,2.638945,8.536460,0.485460,edge_minus
352,2.809607,3.845197,5.534750,3.055553,3.944039,5.680435,0.892378,vertex
353,5.094017,8.325802,6.265140,5.188784,8.163312,6.165863,0.212696,interior_plus
354,0.251943,8.322043,9.283024,9.862832,8.156043,-1.005051,0.511811,edge_minus
355,8.263460,9.213797,3.858272,8.467084,9.711140,3.604320,0.594395,interior_plus
356,2.750393,7.652248,4.376386,2.781320,8.318378,4.451078,0.671017,edge_minus
357,6.264958,0.075788,4.505315,5.348516,0.531560,4.497116,1.023553,edge_plus
358,2.306462,5.490621,2.786188,2.020632,5.258933,2.642718,0.394920,edge_plus
359,4.499267,4.475016,9.833254,4.476681,4.467387,9.952639,0.121742,interior_minus
360,5.036994,0.818002,1.459073,5.023722,0.798078,1.494772,0.042984,interior_plus
361,3.853046,1.429105,9.376956,4.045160,1.163818,-0.514909,0.344931,interior_plus
362,4.897826,4.108504,5.678556,4.942124,4.041151,6.065928,0.395671,interior_minus
363,1.752048,8.636946,9.486504,1.859194,8.613571,9.536551,0.120546,interior_minus
364,5.961647,8.922551,0.750420,6.452940,8.800705,11.007529,0.657615,vertex
365,5.846662,4.448199,3.881697,5.944775,4.342300,3.724858,0.213165,edge_plus
366,8.487289,3.615788,6.048187,8.859967,3.644414,5.745967,0.543677,vertex
367,0.726432,6.594279,1.334806,10.909105,6.098826,1.509412,0.556174,edge_minus
368,6.250095,1.076990,2.610354,6.655906,10.319878,2.938736,0.919640,edge_plus
369,8.832600,2.516187,9.166595,-0.997942,2.425366,8.740936,0.467065,edge_plus
370,6.198414,4.389860,5.994733,5.841557,4.119331,6.539617,0.705288,edge_minus
371,9.471106,3.069951,2.256476,9.413821,3.453953,1.851307,0.758767,vertex
372,4.129583,9.737874,6.274885,4.109515,9.519140,5.446926,0.856600,edge_minus
373,5.111329,2.765155,3.167980,4.772138,2.337271,3.297732,0.679490,vertex
374,4.590328,3.180934,6.449845,4.116872,3.609206,6.166796,0.698351,edge_plus
375,5.410925,9.220586,4.579231,4.764685,9.503572,4.599505,0.705775,edge_minus
376,4.873233,2.481512,8.892227,4.827907,2.111191,-0.716946,0.540313,edge_plus
377,4.218505,6.704595,8.884343,3.780550,6.833644,8.552769,0.564269,edge_minus
378,4.560707,0.961963,7.720843,4.046924,10.135116,8.207070,1.127815,vertex
379,5.976837,3.634517,7.305205,5.694151,3.688594,7.081073,0.892720,vertex
380,0.348879,8.465154,8.020252,9.475148,8.316160,8.343542,0.943462,edge_plus
381,2.849797,6.879220,0.234412,2.893554,6.671732,-0.016338,0.355049,vertex
382,0.928054,8.518050,2.066768,0.878097,8.418397,2.331032,0.496094,vertex
383,3.891829,1.312027,7.471185,4.087063,0.729986,7.500955,0.614633,interior_minus
384,1.671354,2.453502,4.944634,2.071579,2.389645,4.622182,0.517913,edge_minus
385,6.091672,3.805096,8.348544,5.958250,3.559765,7.595941,0.802745,edge_minus
386,2.967374,3.300232,8.296544,2.959381,3.371476,8.652522,0.363125,edge_plus
387,9.417695,2.311515,6.928817,9.728548,2.867951,6.998278,0.860711,vertex
388,8.519993,0.347162,2.550389,8.186056,0.289804,3.094969,0.925994,vertex
389,9.051338,9.611081,3.751127,8.440465,-0.069064,3.275759,0.837525,edge_minus
390,0.717280,4.250230,5.653636,1.150763,4.634899,5.893199,0.771606,vertex
391,0.803185,6.391192,1.876590,11.192004,6.011860,2.081801,0.580676,edge_minus
392,9.798971,3.889634,3.335010,-0.573321,3.583119,3.262882,0.668464,vertex
393,4.532251,7.980001,5.514736,5.057807,7.653301,5.670405,0.638102,edge_plus
394,9.953515,2.433136,7.103426,9.728548,2.867951,6.998278,0.860711,vertex
395,7.960674,1.329603,2.784082,8.091125,0.478241,3.058059,0.903825,edge_plus
396,9.144491,2.504465,4.480734,-1.285115,2.953211,4.401412,0.626280,edge_plus
397,4.204900,3.510047,6.035785,4.052866,3.610752,6.122688,0.729745,vertex
398,5.756457,1.462417,4.577907,5.294987,0.552971,4.514099,1.042326,vertex
399,1.907420,1.682526,5.719016,1.909381,1.695950,5.834739,0.116516,edge_minus
400,2.531032,1.021015,8.705994,2.875245,0.411731,8.999865,0.758993,edge_minus
401,9.457102,7.631830,4.330498,-0.277053,7.625452,4.510159,0.508840,vertex
402,0.708927,8.459030,5.746158,0.427786,8.517085,5.849560,0.614861,vertex
403,6.590055,5.087004,7.261481,6.711625,5.357443,7.424081,0.338165,interior_minus
404,0.570439,3.897777,7.045951,0.223128,3.357093,6.929416,0.653103,edge_plus
405,8.848555,2.253168,7.220177,9.407707,2.859482,7.190864,0.825304,edge_minus
406,2.221889,2.403669,5.022926,2.286681,2.895395,4.666892,0.610535,edge_plus
407,2.162314,3.902869,4.850762,2.668832,3.677102,5.426604,0.799453,edge_plus
408,4.048118,6.789051,1.147780,4.292993,6.851014,1.152753,0.450297,vertex
409,2.958896,8.372015,2.063000,2.472929,8.326495,2.237229,0.552823,vertex
410,0.932323,8.661007,6.214673,10.483410,8.468111,5.890338,0.586451,edge_plus
411,9.540904,3.151790,7.399604,9.728548,2.867951,6.998278,0.860711,vertex
412,5.330956,0.817857,4.865169,5.294987,0.552971,4.514099,1.042326,vertex
413,8.817677,0.319972,2.847809,8.186056,0.289804,3.094969,0.925994,vertex
414,9.332827,7.568931,9.170627,9.422972,7.755498,-0.913485,0.223625,interior_plus
415,8.336757,9.915867,6.426303,8.372013,-0.061335,6.443380,0.045325,interior_plus
416,7.582283,6.167700,4.152734,7.499053,6.546065,3.802440,0.701548,vertex
417,4.928092,1.609974,2.151285,5.363277,1.242392,2.582002,0.714156,edge_plus
418,8.830137,8.550239,7.425534,9.320162,8.283073,8.131542,0.899972,edge_plus
419,5.375455,0.144086,8.850496,4.370819,10.127652,8.456891,1.079114,edge_plus
420,8.284226,3.451938,6.826640,8.610848,3.071258,7.384296,0.750053,edge_minus
421,4.363126,6.511418,8.546946,3.894423,6.782858,8.582638,0.542804,edge_minus
422,1.395016,6.470266,6.777519,1.457242,7.180856,6.514543,0.771444,vertex
423,9.743354,9.924011,8.720437,-0.420813,10.014507,9.048213,0.600261,vertex
424,3.312429,9.894472,4.973156,3.887893,-0.401325,5.022944,0.957691,vertex
425,5.243697,6.993756,6.213287,5.005691,7.192618,5.636498,0.654888,edge_plus
426,6.561164,0.122421,0.678796,6.535630,10.119647,0.829819,0.153192,interior_plus
427,2.632434,3.035728,5.285917,2.754179,3.743322,5.603276,0.867513,vertex
428,4.781094,1.559108,4.879412,5.258517,0.874381,4.601348,0.879832,edge_minus
429,3.279728,9.312760,5.137370,3.887893,-0.401325,5.022944,0.957691,vertex
430,8.030390,7.777578,7.326644,8.051466,7.806189,7.362558,0.050524,interior_minus
431,9.907723,5.134604,9.503577,-0.038694,5.269682,-0.816327,0.359279,vertex
432,5.581128,0.240652,4.589172,5.294987,0.552971,4.514099,1.042326,vertex
433,9.768040,4.847157,1.163861,9.719317,4.558971,0.944745,0.394399,vertex
434,7.205720,8.981813,2.332699,6.520995,8.818711,2.065382,0.752933,edge_plus
435,5.863249,2.025265,9.442026,5.172664,1.884039,-0.586776,0.705466,edge_plus
436,2.174399,3.558943,4.297315,2.376243,3.450085,4.820931,0.741673,vertex
437,1.365599,3.917095,6.316863,1.249144,4.478625,5.851058,0.738817,edge_plus
438,4.109784,8.379091,1.785493,3.815624,8.375503,1.721211,0.301124,interior_minus
439,6.084354,0.425986,4.518240,5.294987,0.552971,4.514099,1.042326,vertex
440,3.546401,0.152468,9.420145,4.244599,0.203526,8.610177,1.070577,edge_minus
441,1.156649,3.355793,4.515233,1.844905,3.483309,4.544685,0.700588,edge_plus
442,3.740342,9.109477,1.631261,4.164936,-0.523377,1.587425,0.608840,vertex
443,4.739736,2.131572,6.720136,4.798543,2.277933,6.423820,0.335683,interior_minus
444,9.172550,4.195585,4.013653,8.791450,3.941028,3.772403,0.642939,vertex
445,0.485804,2.518847,1.294156,0.253374,2.530221,1.360594,0.242006,edge_plus
446,2.080741,6.520536,3.638709,1.994670,6.651253,3.814254,0.235183,interior_minus
447,0.486815,0.881688,7.262808,0.733653,10.944021,7.430189,0.337885,vertex
448,9.196111,9.449291,8.297183,-0.480134,8.868971,8.441498,0.680011,edge_plus
449,3.664780,3.408932,6.081391,3.076293,3.936031,5.688852,0.882178,edge_minus
450,5.656780,1.157886,8.095895,5.395425,0.888757,8.284975,0.420104,edge_minus
451,1.738018,2.387225,9.039959,1.781842,2.022462,9.113049,0.374586,interior_minus
452,7.195037,8.135081,5.074347,7.207618,8.572030,5.140244,0.442069,edge_minus
453,2.337126,1.422136,4.275528,2.302053,1.662797,4.174764,0.263251,edge_plus
454,0.997605,9.314201,4.279880,1.138789,9.249808,4.399086,0.195677,interior_plus
455,1.669346,1.960757,4.821800,1.737974,2.094389,4.548474,0.520937,vertex
456,8.762590,3.610640,5.559715,8.529429,3.577770,5.041031,0.569629,edge_minus
457,4.462652,8.751323,8.306393,5.017056,9.504184,8.313805,0.934996,edge_minus
458,1.383545,0.700538,8.471606,1.357174,0.965930,8.812210,0.432596,interior_minus
459,7.457054,1.117802,8.819394,7.461697,1.269493,8.616283,0.253546,interior_plus
460,2.056633,6.647221,6.849803,1.701526,6.802138,6.423449,0.576089,edge_plus
461,5.448785,3.044551,3.318786,5.169125,2.737402,2.899928,0.593542,vertex
462,4.511743,7.102546,1.239877,4.733492,6.682296,1.205715,0.488039,vertex
463,5.417430,9.351496,9.033277,5.016890,9.507621,8.317297,0.935526,vertex
464,7.673263,0.847609,8.533013,7.386665,0.787399,8.404060,0.319988,edge_plus
465,2.303871,3.896883,6.671134,2.564517,4.029276,6.001223,0.730920,interior_minus
466,2.041704,3.868738,5.238634,2.754179,3.743322,5.603276,0.867513,vertex
467,6.892194,3.839646,5.080820,6.801647,3.532794,5.416410,0.463657,edge_plus
468,4.649348,4.136084,1.024476,4.472162,3.998200,1.077118,0.230604,edge_plus
469,9.956267,8.503691,9.500042,9.863590,8.293630,-0.817440,0.391803,interior_minus
470,1.325392,8.952268,8.400427,1.366447,8.899815,8.375594,0.071088,interior_minus
471,1.984495,6.962963,5.238080,2.145104,6.954701,5.438312,0.256819,edge_minus
472,6.801482,7.719744,9.014265,6.534878,7.662984,9.113689,0.290145,edge_plus
473,5.853877,0.983254,8.917678,5.528106,1.410156,8.965375,0.539117,edge_minus
474,0.739142,5.887217,6.351308,1.130612,5.844180,6.242612,0.408553,interior_minus
475,8.717112,9.958131,2.314528,8.244170,10.100487,3.091606,0.920755,edge_plus
476,3.981308,9.334716,5.903693,3.887893,-0.401325,5.022944,0.957691,vertex
477,8.344158,0.664173,1.143238,8.746862,10.766344,1.051066,0.425565,interior_plus
478,5.196180,2.462490,6.501840,4.925857,2.245660,6.386875,0.365111,edge_plus
479,3.358167,4.397583,6.118675,3.055553,3.944039,5.680435,0.892378,vertex
480,5.648178,9.121188,1.355771,5.928944,-0.490071,11.466181,0.727950,vertex
481,5.383798,9.367821,4.418998,5.059392,10.105708,4.553287,0.817160,interior_plus
482,8.215307,1.120873,3.317265,8.186056,0.289804,3.094969,0.925994,vertex
483,0.175556,3.567760,3.245795,-0.455989,3.570187,3.259488,0.631697,edge_minus
484,1.251609,8.351665,6.895321,1.461922,7.603516,6.677337,0.807141,edge_minus
485,7.675997,9.843938,9.519158,7.818709,9.868606,9.721104,0.248510,edge_minus
486,6.720551,7.131171,7.614859,6.553101,7.069759,7.340480,0.327254,edge_plus
487,5.445094,9.522316,7.794321,4.741315,9.772089,8.376839,0.947111,edge_plus
488,1.060209,3.299890,4.493474,1.703061,3.503691,4.538021,0.675854,edge_plus
489,8.276745,5.416912,3.722850,7.822592,5.632723,3.290476,0.663157,edge_plus
490,9.231712,1.594147,5.424257,9.379307,2.037340,5.530380,0.479026,edge_minus
491,0.725403,5.634698,1.441083,10.920261,6.091015,1.509704,0.559052,vertex
492,8.388906,7.737715,7.364316,8.742412,8.356963,7.546440,0.741937,vertex
493,6.403891,2.762348,2.379121,6.339390,2.348361,2.282391,0.430003,interior_plus
494,6.555473,4.953365,6.551674,6.623495,5.336270,6.524364,0.389858,edge_plus
495,6.142524,0.863147,5.382884,5.438056,0.685697,4.731499,0.975739,edge_plus
496,3.584599,8.961847,4.879292,3.887893,-0.401325,5.022944,0.957691,vertex
497,8.079322,3.053833,5.087372,8.419275,3.312166,4.721533,0.562265,interior_minus
498,3.386513,5.116238,5.791330,3.447913,4.597877,5.849932,0.525264,edge_plus
499,0.334435,7.722813,8.457365,-0.413219,8.243381,8.292004,0.925917,edge_minus
500,5.601113,7.240919,0.113236,6.146484,7.619070,0.084644,0.664263,edge_minus
501,5.766513,2.273076,0.037426,5.497383,2.079810,-0.410297,0.556991,edge_plus
502,9.296103,2.086697,7.732243,9.389434,2.725024,7.422633,0.715563,edge_minus
503,5.592476,6.950089,0.601363,5.644686,6.633018,0.602740,0.707113,vertex
504,0.075648,2.979706,8.947977,0.192545,2.700529,-1.151361,0.332604,vertex
505,6.682276,1.616522,1.845267,6.823527,1.214277,2.339081,0.652384,interior_minus
506,0.124302,5.016055,6.340378,0.775209,4.704576,6.109507,0.764926,vertex
507,8.859950,5.021703,3.452198,8.887945,4.501005,3.574807,0.535671,edge_minus
508,3.680115,2.180309,9.757665,4.031936,2.197546,10.114412,0.509526,vertex
509,9.459362,7.745804,4.084604,9.709806,7.622847,4.505474,0.504948,edge_plus
510,5.140088,1.965629,5.838783,5.224580,1.717141,5.681960,0.305742,edge_plus
511,4.554935,2.336595,8.797810,4.775654,2.242326,9.208025,0.475268,edge_plus
512,8.984142,8.688542,7.400150,9.318958,8.283700,8.129757,0.899069,edge_plus
513,5.552968,4.099008,7.758109,5.694151,3.688594,7.081073,0.892720,vertex
514,0.214085,8.767047,8.195437,9.459570,8.318214,8.338577,0.944329,vertex
515,1.015617,4.818524,2.121516,1.369364,5.031077,1.723390,0.592227,vertex
516,8.647463,4.418739,5.882514,8.793751,4.376706,5.807183,0.169829,interior_minus
517,9.645022,8.891728,7.995208,9.459570,8.318214,8.338577,0.944329,vertex
518,5.521378,3.381114,7.101326,5.694151,3.688594,7.081073,0.892720,vertex
519,5.319606,8.764317,7.587348,5.155717,9.359045,8.077876,0.788149,edge_plus
520,7.602241,2.148995,7.891529,7.522696,2.427190,7.679505,0.358712,edge_minus
521,2.535097,7.935093,5.828891,2.654185,8.579272,5.434575,0.764613,edge_minus
522,3.732880,4.699635,6.256624,3.232588,4.130351,5.936867,0.822570,edge_minus
523,3.496744,9.656876,4.361470,3.887893,-0.401325,5.022944,0.957691,vertex
524,3.836520,3.936166,8.499151,3.526640,3.978774,8.650983,0.347698,edge_plus
525,3.911754,4.394409,7.882712,4.029036,4.360167,7.780382,0.308714,vertex
526,8.297233,5.201696,2.510164,8.278278,5.230021,2.569727,0.068625,interior_minus
527,6.986540,8.575009,1.830580,6.380295,8.808502,1.874484,0.776643,vertex
528,3.227572,6.799696,9.098634,3.477409,6.892323,8.670716,0.504095,edge_minus
529,8.977537,3.675336,3.456535,-0.573321,3.583119,3.262882,0.668464,vertex
530,8.768111,2.504701,3.744232,8.730373,2.971127,4.182756,0.641313,edge_minus
531,2.897578,2.197103,2.363457,2.922643,2.244801,2.341588,0.217361,vertex
532,7.023982,5.556481,7.057650,6.958901,5.994754,6.623127,0.702650,vertex
533,1.714733,0.876634,8.538622,1.921047,1.365647,8.668559,0.626760,vertex
534,5.988728,2.727530,0.716651,5.951653,2.769435,0.545063,0.180480,edge_plus
535,5.931073,3.997222,6.106474,5.753597,3.865361,6.860148,0.785436,edge_minus
536,9.099060,9.591852,6.377175,-0.859728,9.331855,6.055929,0.473056,vertex
537,6.527342,3.079743,2.627788,6.660302,3.111152,2.919676,0.322278,interior_minus
538,0.301885,0.095716,9.002639,-0.133075,10.126080,9.045818,0.438151,interior_minus
539,8.910270,2.992728,6.936347,9.728548,2.867951,6.998278,0.860711,vertex
540,4.382572,2.549894,6.981605,4.373376,2.549007,6.866320,0.115654,interior_plus
541,9.278309,2.161284,7.218396,9.720605,2.868447,7.013136,0.858975,edge_plus
542,8.286123,7.398723,3.412054,8.115302,7.009199,2.874389,0.685560,edge_minus
543,8.513750,0.645473,1.307611,8.891546,10.749367,1.009426,0.492379,edge_plus
544,6.222079,4.180320,3.721582,6.048125,4.212034,3.468713,0.308559,edge_plus
545,5.037860,5.795430,9.205542,5.318670,5.896380,9.270044,0.305297,edge_plus
546,9.125800,0.521151,5.143704,9.117183,0.283201,4.703806,0.516799,vertex
547,3.286530,5.922143,6.706037,3.204929,5.767881,6.807271,0.437326,vertex
548,7.274569,1.057316,1.539224,7.368375,1.259645,1.920469,0.441683,interior_minus
549,5.779242,1.742291,8.957136,5.287973,1.920839,-0.607727,0.703154,vertex
550,4.854388,7.362928,5.510406,5.001797,7.464590,5.701135,0.681380,vertex
551,2.269996,9.802584,8.939432,3.102746,9.941462,-1.064424,0.844260,edge_minus
552,8.850417,8.845258,8.303063,9.459570,8.318214,8.338577,0.944329,vertex
553,5.543035,7.485490,0.633718,5.820149,6.988587,10.451053,0.597554,edge_plus
554,7.391412,5.457331,3.948626,7.784123,5.641993,3.518759,0.610825,edge_plus
555,9.802722,3.387466,1.669762,9.413821,3.453953,1.851307,0.758767,vertex
556,4.435718,8.179473,5.762948,4.867063,8.041652,5.592194,0.483953,edge_minus
557,1.133745,0.385832,0.611308,0.969756,0.441734,0.885198,0.352853,vertex
558,1.519707,4.313330,1.617321,1.330447,4.785813,1.661167,0.510864,interior_minus
559,6.171041,9.155709,4.223936,6.010342,9.898290,4.262946,0.760771,edge_minus
560,9.618681,1.087290,5.692614,-0.235724,1.194595,5.577277,0.214511,interior_minus
561,9.068433,4.291712,4.192125,8.791450,3.941028,3.772403,0.642939,vertex
562,7.127284,3.377243,8.442350,7.203784,3.535737,8.147962,0.342982,interior_minus
563,2.916297,4.058521,7.214889,2.905374,4.200867,6.906934,0.339438,interior_minus
564,6.929159,2.222416,2.021072,7.067894,1.776046,2.318932,0.554269,edge_minus
565,2.241355,8.458537,4.112343,2.788104,8.340322,4.494328,0.677364,edge_minus
566,1.116811,4.012383,0.912504,1.248459,4.185764,0.925657,0.218094,edge_minus
567,6.747913,3.023723,0.863552,6.954368,3.032521,0.787122,0.220324,edge_minus
568,6.378200,7.866697,1.024570,6.395850,8.066299,0.463662,0.595626,edge_plus
569,3.923914,4.623548,4.007322,3.497267,4.693000,3.943628,0.436930,edge_plus
570,9.168954,3.993130,1.968794,9.413821,3.453953,1.851307,0.758767,vertex
571,3.673362,0.548457,9.769013,4.032285,10.213877,8.917817,0.982499,edge_minus
572,6.186974,1.178229,2.418452,6.509679,10.439323,2.761165,0.876112,edge_minus
573,4.532116,0.446471,7.470466,4.046924,10.135116,8.207070,1.127815,vertex
574,8.568396,4.478735,8.233112,8.433351,4.315120,7.984117,0.379505,vertex
575,8.907994,3.554160,1.495747,9.413821,3.453953,1.851307,0.758767,vertex
576,2.776849,3.544165,2.035287,2.790468,3.387166,2.049851,0.158260,interior_minus
577,5.942564,3.971753,2.842938,6.096071,3.709891,3.149259,0.476663,vertex
578,8.002068,2.625449,7.879500,8.141092,3.073528,7.946152,0.719038,vertex
579,5.074613,1.153770,8.019989,5.113421,0.794309,8.197282,0.402680,interior_minus
580,6.298711,0.625642,1.700118,6.327636,10.588025,2.540102,0.871328,vertex
581,3.608132,8.561673,5.623492,3.054088,8.836618,5.163454,0.890301,vertex
582,3.288851,4.872659,6.124705,3.187113,4.084249,5.872270,0.834065,edge_minus
583,7.339932,1.268875,3.116123,7.087826,0.395457,3.089176,0.909474,edge_minus
584,5.643556,7.701684,6.495585,5.596602,7.549209,6.223295,0.626930,vertex
585,4.942892,2.316059,4.030412,4.821215,2.273475,3.450930,0.593647,interior_minus
586,1.780780,8.431083,7.639262,1.943031,8.535962,8.093775,0.499421,vertex
587,5.813418,6.772617,5.483187,5.498638,6.809214,5.589224,0.334170,interior_minus
588,7.907147,6.005459,2.031565,7.953822,6.336253,2.443833,0.530630,interior_minus
589,1.156167,0.988301,8.586531,1.637488,1.316535,8.721089,0.597924,edge_plus
590,1.642355,1.458031,8.768522,1.921047,1.365647,8.668559,0.626760,vertex
591,7.818947,0.895040,4.031014,7.945262,0.695580,3.836394,0.305969,interior_minus
592,8.156448,5.271555,3.679810,7.820607,5.662307,3.253199,0.668934,edge_plus
593,1.636066,4.197925,4.326163,1.663453,3.606868,4.528549,0.625347,edge_plus
594,1.282759,4.309928,6.280683,1.150763,4.634899,5.893199,0.771606,vertex
595,6.549720,5.229544,7.013075,6.722573,5.599516,6.752266,0.484540,edge_plus
596,9.581622,8.478584,9.521798,-0.277601,8.519826,9.170289,0.380890,edge_plus
597,9.445357,2.709501,7.905189,9.673799,2.871371,7.100686,0.851829,edge_minus
598,2.412429,7.043699,0.458290,2.409172,6.976674,0.277583,0.235160,vertex
599,3.299065,1.700211,1.174388,3.281922,1.924949,0.811984,0.452061,vertex
600,4.956546,3.235676,6.812860,5.668521,3.682695,7.072990,0.880001,edge_plus
601,4.868865,3.321660,2.825085,5.110480,2.871201,2.821865,0.511177,edge_minus
602,4.966680,1.770453,9.009968,4.947104,1.812054,-0.545794,0.735305,vertex
603,5.446212,6.390856,1.018805,5.644686,6.633018,0.602740,0.707113,vertex
604,1.210302,4.205335,6.416209,1.150763,4.634899,5.893199,0.771606,vertex
605,2.493210,2.181089,5.812822,2.734900,2.557983,5.718930,0.457470,edge_minus
606,1.275229,5.334991,6.178616,1.150763,4.634899,5.893199,0.771606,vertex
607,0.058660,3.007010,7.902335,9.642784,2.845281,7.209916,0.823743,edge_minus
608,3.427181,8.965002,5.331767,3.887893,-0.401325,5.022944,0.957691,vertex
609,7.444010,0.310553,3.086143,6.774524,10.222985,3.082779,0.979329,vertex
610,0.902171,0.838634,9.742050,0.281215,0.880103,10.058267,0.698068,edge_minus
611,6.987553,5.579070,9.063791,6.785746,5.605006,9.023456,0.207426,interior_minus
612,7.337625,0.662365,4.136778,7.214127,0.662421,3.873301,0.290984,interior_minus
613,7.721318,2.425631,7.920001,8.037948,3.016522,7.850338,0.673988,edge_minus
614,1.366337,2.309562,9.029853,1.126733,2.059236,-0.609088,0.500437,edge_minus
615,0.510908,1.499163,0.719356,0.499308,1.444090,0.256019,0.466742,edge_plus
616,2.343678,9.175298,5.288851,3.054088,8.836618,5.163454,0.890301,vertex
617,6.678645,9.438570,1.777435,6.380295,8.808502,1.874484,0.776643,vertex
618,4.199172,0.004146,9.258650,4.046924,10.135116,8.207070,1.127815,vertex
619,1.718942,8.339751,7.229666,1.596760,7.786704,6.917827,0.646555,edge_minus
620,2.316788,3.919205,4.613596,2.581758,3.609542,5.246356,0.752652,edge_plus
621,8.128386,6.594319,4.552209,7.600968,6.385651,4.323685,0.611503,edge_minus
622,8.744438,6.900065,7.383496,8.981414,6.774646,7.575352,0.329691,edge_minus
623,4.504895,0.332932,2.115217,4.970579,0.625652,2.139387,0.550574,edge_minus
624,9.123731,1.794795,0.213181,-0.466671,1.385112,0.377899,0.602281,edge_minus
625,0.783157,0.396331,0.590161,0.511061,0.737430,0.358865,0.493844,edge_minus
626,1.986874,0.635361,1.215824,1.864461,0.649956,1.319878,0.161323,edge_plus
627,8.446719,3.605017,1.350859,8.925571,3.502623,1.514096,0.516169,edge_plus
628,4.748101,7.425945,5.712982,5.001797,7.464590,5.701135,0.681380,vertex
629,2.357911,8.107725,4.793270,2.773253,8.753775,5.161482,0.882451,vertex
630,0.574324,4.445739,5.785746,1.150763,4.634899,5.893199,0.771606,vertex
631,1.031184,1.182611,7.493650,1.228464,1.354343,7.726614,0.398233,vertex
632,9.539883,8.282138,4.940243,-0.267469,8.750820,4.660075,0.579025,edge_plus
633,4.308455,7.894149,5.297048,4.578449,7.754930,5.628928,0.449914,edge_minus
634,5.467850,7.238937,0.726803,5.644686,6.633018,0.602740,0.707113,vertex
635,6.431993,4.095617,7.245428,5.694151,3.688594,7.081073,0.892720,vertex
636,0.379336,3.678507,2.384271,-0.044057,3.725521,2.366657,0.426359,edge_minus
637,3.932477,4.123783,8.513453,3.783143,4.011045,8.460116,0.194565,interior_minus
638,3.025591,8.622173,2.078616,2.649389,8.322590,1.998767,0.546952,vertex
639,2.687135,8.098429,4.968904,3.054088,8.836618,5.163454,0.890301,vertex
640,7.068287,5.565533,6.827624,6.958901,5.994754,6.623127,0.702650,vertex
641,9.860609,6.321166,0.223522,9.882372,6.072531,10.104631,0.354317,vertex
642,2.268547,6.020561,6.515383,2.151917,6.085157,6.630834,0.176364,interior_plus
643,1.886153,2.820851,9.185943,1.969332,2.907226,9.010346,0.212635,edge_plus
644,3.065010,8.188345,5.252823,3.054088,8.836618,5.163454,0.890301,vertex
645,4.420752,9.133444,8.449826,4.046924,10.135116,8.207070,1.127815,vertex
646,3.823680,9.143670,4.960599,3.887893,-0.401325,5.022944,0.957691,vertex
647,0.968862,4.741352,2.214536,11.119495,4.855465,1.945383,0.328869,interior_plus
648,3.681423,0.829095,7.050686,4.074507,0.575769,7.585747,0.710620,edge_plus
649,2.103654,1.186707,8.159391,1.921047,1.365647,8.668559,0.626760,vertex
650,2.006185,5.082730,1.462058,1.752910,5.069237,1.586817,0.282658,interior_plus
651,9.564700,1.066248,0.975438,9.599138,0.733758,10.386215,0.677436,edge_plus
652,1.137702,2.178147,8.975957,1.094043,2.023168,9.375926,0.506482,vertex
653,8.733521,2.998974,7.839960,9.235109,2.873332,7.223218,0.804827,edge_minus
654,4.047991,6.109251,4.484112,3.608444,5.761170,4.319941,0.584220,edge_plus
655,5.562779,6.362582,9.458221,5.726167,6.361241,9.999991,0.565873,edge_plus
656,9.906068,7.296474,4.571092,-0.277053,7.625452,4.510159,0.508840,vertex
